x,y,radiation 
-40.0975,3.5076,5.09
-40.0975,4.0087,5.08
-40.0975,4.5098,5.08
-40.0975,5.0109,5.08
-40.0975,5.512,5.09
-40.0975,6.013,5.09
-40.0975,6.5141,5.09
-40.0975,7.0152,5.12
-40.0975,7.5163,5.12
-40.0975,8.0173,5.13
-40.0975,8.5184,5.14
-40.0975,9.0195,5.15
-40.0975,9.5206,5.15
-40.0975,10.0217,5.16
-40.0975,10.5227,5.16
-40.0975,11.0238,5.16
-40.0975,11.5249,5.16
-40.0975,12.026,5.05
-40.0975,12.5271,5.05
-40.0975,13.0281,5.05
-40.0975,13.5292,5.04
-40.0975,14.0303,5.13
-40.0975,14.5314,5.12
-40.0975,15.0325,5.12
-40.0975,15.5335,5.12
-40.0975,16.0346,5.12
-40.0975,16.5357,5.09
-40.0975,17.0368,5.09
-40.0975,17.5379,5.07
-40.0975,18.0389,5.02
-40.0975,18.54,5.05
-40.0975,19.0411,5.04
-40.0975,19.5422,5.04
-40.0975,20.0432,4.97
-40.0975,20.5443,4.99
-40.0975,21.0454,5.02
-40.0975,21.5465,4.92
-40.0975,22.0476,4.89
-40.0975,22.5486,4.85
-40.0975,23.0497,4.79
-40.0975,23.5508,4.69
-40.0975,24.0519,4.61
-40.0975,24.553,4.53
-40.0975,25.054,4.34
-40.0975,25.5551,4.20
-40.0975,26.0562,3.97
-40.0975,26.5573,3.65
-40.0975,27.0584,3.41
-40.0975,27.5594,2.95
-40.5988,0.0001,5.12
-40.5988,0.5012,5.13
-40.5988,1.0022,5.13
-40.5988,1.5033,5.13
-40.5988,2.0044,5.11
-40.5988,2.5055,5.09
-40.5988,3.0066,5.08
-40.5988,3.5076,5.08
-40.5988,4.0087,5.08
-40.5988,4.5098,5.08
-40.5988,5.0109,5.08
-40.5988,5.512,5.09
-40.5988,6.013,5.10
-40.5988,6.5141,5.12
-40.5988,7.0152,5.12
-40.5988,7.5163,5.12
-40.5988,8.0173,5.12
-40.5988,8.5184,5.15
-40.5988,9.0195,5.15
-40.5988,9.5206,5.15
-40.5988,10.0217,5.16
-40.5987,10.5227,5.16
-40.5987,11.0238,5.10
-40.5987,11.5249,5.06
-40.5987,12.026,5.05
-40.5987,12.5271,5.05
-40.5987,13.0281,5.05
-40.5987,13.5292,5.06
-40.5987,14.0303,5.06
-40.5987,14.5314,5.06
-40.5987,15.0325,5.09
-40.5987,15.5335,5.09
-40.5987,16.0346,5.09
-40.5987,16.5357,5.09
-40.5987,17.0368,5.09
-40.5987,17.5379,5.09
-40.5987,18.0389,5.08
-40.5987,18.54,5.07
-40.5987,19.0411,5.05
-40.5987,19.5422,5.01
-40.5987,20.0432,4.98
-40.5987,20.5443,4.97
-40.5987,21.0454,4.92
-40.5987,21.5465,4.91
-40.5987,22.0476,4.89
-40.5987,22.5486,4.87
-40.5987,23.0497,4.74
-40.5987,23.5508,4.73
-40.5987,24.0519,4.65
-40.5987,24.553,4.55
-40.5987,25.054,4.39
-40.5987,25.5551,4.20
-40.5987,26.0562,3.95
-40.5987,26.5573,3.67
-40.5987,27.0584,3.37
-40.5987,27.5594,2.98
-41.1,0.0001,5.16
-41.1,0.5012,5.16
-41.1,1.0022,5.16
-41.1,1.5033,5.15
-41.1,2.0044,5.08
-41.1,2.5055,5.08
-41.1,3.0066,5.08
-41.1,3.5076,5.08
-41.1,4.0087,5.08
-41.1,4.5098,5.08
-41.1,5.0109,5.08
-41.1,5.512,5.09
-41.1,6.013,5.10
-41.1,6.5141,5.12
-41.1,7.0152,5.12
-41.1,7.5163,5.13
-41.1,8.0173,5.14
-41.1,8.5184,5.15
-41.1,9.0195,5.15
-41.1,9.5206,5.15
-41.1,10.0217,5.11
-41.1,10.5227,5.11
-41.1,11.0238,5.10
-41.1,11.5249,5.06
-41.1,12.026,5.05
-41.1,12.5271,5.05
-41.1,13.0281,5.06
-41.1,13.5292,5.06
-41.1,14.0303,5.06
-41.1,14.5314,5.06
-41.1,15.0325,5.12
-41.1,15.5335,5.12
-41.1,16.0346,5.11
-41.1,16.5357,5.09
-41.1,17.0368,5.09
-41.1,17.5379,5.09
-41.1,18.0389,5.09
-41.1,18.54,5.08
-41.1,19.0411,5.07
-41.1,19.5422,5.04
-41.1,20.0432,5.04
-41.0999,20.5443,5.03
-41.1,21.0454,4.95
-41.0999,21.5465,4.94
-41.0999,22.0476,4.91
-41.0999,22.5486,4.89
-41.0999,23.0497,4.75
-41.0999,23.5508,4.75
-41.0999,24.0519,4.66
-41.0999,24.553,4.50
-41.0999,25.054,4.42
-41.0999,25.5551,4.20
-41.0999,26.0562,3.95
-41.0999,26.5573,3.69
-41.0999,27.0584,3.44
-41.0999,27.5594,2.98
-41.6012,0.0001,5.13
-41.6012,0.5012,5.13
-41.6012,1.0022,5.13
-41.6012,1.5033,5.13
-41.6012,2.0044,5.10
-41.6012,2.5055,5.10
-41.6012,3.0066,5.10
-41.6012,3.5076,5.10
-41.6012,4.0087,5.10
-41.6012,4.5098,5.10
-41.6012,5.0109,5.10
-41.6012,5.512,5.10
-41.6012,6.013,5.09
-41.6012,6.5141,5.09
-41.6012,7.0152,5.09
-41.6012,7.5163,5.09
-41.6012,8.0173,5.11
-41.6012,8.5184,5.11
-41.6012,9.0195,5.11
-41.6012,9.5206,5.11
-41.6012,10.0217,5.14
-41.6012,10.5227,5.14
-41.6012,11.0238,5.14
-41.6012,11.5249,5.14
-41.6012,12.026,5.07
-41.6012,12.5271,5.07
-41.6012,13.0281,5.07
-41.6012,13.5292,5.07
-41.6012,14.0303,5.06
-41.6012,14.5314,5.06
-41.6012,15.0325,5.06
-41.6012,15.5335,5.06
-41.6012,16.0346,5.08
-41.6012,16.5357,5.08
-41.6012,17.0368,5.08
-41.6012,17.5379,5.08
-41.6012,18.0389,5.07
-41.6012,18.54,5.07
-41.6012,19.0411,5.07
-41.6012,19.5422,5.06
-41.6012,20.0433,5.06
-41.6012,20.5443,5.05
-41.6012,21.0454,5.01
-41.6012,21.5465,5.01
-41.6012,22.0476,4.94
-41.6012,22.5486,4.92
-41.6012,23.0497,4.88
-41.6012,23.5508,4.83
-41.6012,24.0519,4.68
-41.6012,24.553,4.59
-41.6012,25.054,4.48
-41.6012,25.5551,4.33
-41.6012,26.0562,4.04
-41.6012,26.5573,3.73
-41.6012,27.0584,3.41
-41.6012,27.5594,3.01
-42.1024,0.0001,5.13
-42.1024,0.5012,5.13
-42.1024,1.0022,5.11
-42.1024,1.5033,5.10
-42.1024,2.0044,5.10
-42.1024,2.5055,5.10
-42.1024,3.0066,5.10
-42.1024,3.5076,5.10
-42.1024,4.0087,5.10
-42.1024,4.5098,5.10
-42.1024,5.0109,5.10
-42.1024,5.512,5.09
-42.1024,6.013,5.09
-42.1024,6.5141,5.09
-42.1024,7.0152,5.10
-42.1024,7.5163,5.11
-42.1024,8.0174,5.11
-42.1024,8.5184,5.11
-42.1024,9.0195,5.12
-42.1024,9.5206,5.14
-42.1024,10.0217,5.14
-42.1024,10.5227,5.14
-42.1024,11.0238,5.11
-42.1024,11.5249,5.07
-42.1024,12.026,5.07
-42.1024,12.5271,5.07
-42.1024,13.0281,5.07
-42.1024,13.5292,5.06
-42.1024,14.0303,5.06
-42.1024,14.5314,5.06
-42.1024,15.0325,5.07
-42.1024,15.5335,5.08
-42.1024,16.0346,5.08
-42.1024,16.5357,5.08
-42.1024,17.0368,5.08
-42.1024,17.5379,5.07
-42.1024,18.0389,5.07
-42.1024,18.54,5.07
-42.1024,19.0411,5.06
-42.1024,19.5422,5.06
-42.1024,20.0433,5.06
-42.1024,20.5443,5.08
-42.1024,21.0454,5.05
-42.1024,21.5465,5.02
-42.1024,22.0476,4.96
-42.1024,22.5486,4.96
-42.1024,23.0497,4.94
-42.1024,23.5508,4.78
-42.1024,24.0519,4.72
-42.1024,24.553,4.62
-42.1024,25.054,4.54
-42.1024,25.5551,4.42
-42.1024,26.0562,4.17
-42.1024,26.5573,3.84
-42.1024,27.0584,3.40
-42.1024,27.5594,3.04
-42.6036,0.0001,5.13
-42.6036,0.5012,5.13
-42.6036,1.0022,5.11
-42.6036,1.5033,5.10
-42.6036,2.0044,5.10
-42.6036,2.5055,5.10
-42.6036,3.0066,5.10
-42.6036,3.5076,5.10
-42.6036,4.0087,5.10
-42.6036,4.5098,5.10
-42.6036,5.0109,5.10
-42.6036,5.512,5.09
-42.6036,6.013,5.09
-42.6036,6.5141,5.09
-42.6036,7.0152,5.10
-42.6036,7.5163,5.11
-42.6036,8.0174,5.11
-42.6036,8.5184,5.11
-42.6036,9.0195,5.12
-42.6036,9.5206,5.14
-42.6036,10.0217,5.14
-42.6036,10.5227,5.14
-42.6036,11.0238,5.11
-42.6036,11.5249,5.07
-42.6036,12.026,5.07
-42.6036,12.5271,5.07
-42.6036,13.0281,5.07
-42.6036,13.5292,5.07
-42.6036,14.0303,5.07
-42.6036,14.5314,5.07
-42.6036,15.0325,5.07
-42.6036,15.5335,5.08
-42.6036,16.0346,5.08
-42.6036,16.5357,5.08
-42.6036,17.0368,5.08
-42.6036,17.5379,5.07
-42.6036,18.0389,5.07
-42.6036,18.54,5.07
-42.6036,19.0411,5.06
-42.6036,19.5422,5.06
-42.6036,20.0433,5.07
-42.6036,20.5443,5.08
-42.6036,21.0454,5.07
-42.6036,21.5465,4.94
-42.6036,22.0476,4.93
-42.6036,22.5486,4.98
-42.6036,23.0497,4.86
-42.6036,23.5508,4.83
-42.6036,24.0519,4.81
-42.6036,24.553,4.74
-42.6036,25.054,4.54
-42.6036,25.5551,4.51
-42.6036,26.0562,4.22
-42.6036,26.5573,3.95
-42.6036,27.0584,3.52
-42.6036,27.5594,3.07
-43.1049,0.0001,5.12
-43.1049,0.5012,5.10
-43.1049,1.0022,5.10
-43.1049,1.5033,5.10
-43.1049,2.0044,5.10
-43.1049,2.5055,5.08
-43.1049,3.0066,5.08
-43.1049,3.5076,5.08
-43.1049,4.0087,5.09
-43.1049,4.5098,5.10
-43.1049,5.0109,5.10
-43.1049,5.512,5.10
-43.1049,6.013,5.10
-43.1049,6.5141,5.03
-43.1049,7.0152,5.03
-43.1049,7.5163,5.03
-43.1049,8.0174,5.07
-43.1049,8.5184,5.14
-43.1049,9.0195,5.14
-43.1048,9.5206,5.14
-43.1048,10.0217,5.14
-43.1048,10.5227,5.08
-43.1048,11.0238,5.08
-43.1048,11.5249,5.08
-43.1048,12.026,5.07
-43.1048,12.5271,5.08
-43.1048,13.0281,5.08
-43.1048,13.5292,5.08
-43.1048,14.0303,5.08
-43.1048,14.5314,5.13
-43.1048,15.0325,5.13
-43.1048,15.5335,5.13
-43.1048,16.0346,5.10
-43.1048,16.5357,5.05
-43.1048,17.0368,5.05
-43.1048,17.5379,5.05
-43.1048,18.0389,5.05
-43.1048,18.54,5.09
-43.1048,19.0411,5.09
-43.1048,19.5422,5.08
-43.1048,20.0433,5.09
-43.1048,20.5443,5.08
-43.1048,21.0454,5.01
-43.1048,21.5465,4.94
-43.1048,22.0476,4.93
-43.1048,22.5486,4.96
-43.1048,23.0497,4.94
-43.1048,23.5508,4.88
-43.1048,24.0519,4.85
-43.1048,24.553,4.75
-43.1048,25.054,4.72
-43.1048,25.5551,4.57
-43.1048,26.0562,4.40
-43.1048,26.5573,4.14
-43.1048,27.0584,3.72
-43.1048,27.5594,3.10
-43.6061,0.0001,5.10
-43.6061,0.5012,5.10
-43.6061,1.0022,5.10
-43.6061,1.5033,5.09
-43.6061,2.0044,5.08
-43.6061,2.5055,5.08
-43.6061,3.0066,5.08
-43.6061,3.5076,5.09
-43.6061,4.0087,5.10
-43.6061,4.5098,5.10
-43.6061,5.0109,5.10
-43.6061,5.512,5.07
-43.6061,6.013,5.03
-43.6061,6.5141,5.03
-43.6061,7.0152,5.03
-43.6061,7.5163,5.09
-43.6061,8.0174,5.14
-43.6061,8.5184,5.14
-43.6061,9.0195,5.14
-43.6061,9.5206,5.11
-43.6061,10.0217,5.07
-43.6061,10.5227,5.07
-43.6061,11.0238,5.07
-43.6061,11.5249,5.08
-43.6061,12.026,5.08
-43.6061,12.5271,5.08
-43.6061,13.0281,5.08
-43.6061,13.5292,5.11
-43.6061,14.0303,5.13
-43.6061,14.5314,5.13
-43.6061,15.0325,5.13
-43.6061,15.5335,5.09
-43.6061,16.0346,5.05
-43.6061,16.5357,5.05
-43.6061,17.0368,5.05
-43.6061,17.5379,5.06
-43.6061,18.0389,5.09
-43.6061,18.54,5.09
-43.6061,19.0411,5.08
-43.606,19.5422,5.08
-43.606,20.0433,5.01
-43.606,20.5443,5.01
-43.606,21.0454,5.01
-43.606,21.5465,5.01
-43.606,22.0476,5.00
-43.606,22.5486,4.97
-43.606,23.0497,4.95
-43.606,23.5508,4.95
-43.606,24.0519,4.97
-43.606,24.553,4.80
-43.606,25.054,4.75
-43.606,25.5551,4.68
-43.606,26.0562,4.56
-43.606,26.5573,4.39
-43.606,27.0584,4.06
-43.606,27.5594,3.37
-44.1073,0.0001,5.10
-44.1073,0.5012,5.10
-44.1073,1.0022,5.10
-44.1073,1.5033,5.09
-44.1073,2.0044,5.08
-44.1073,2.5055,5.08
-44.1073,3.0066,5.08
-44.1073,3.5076,5.09
-44.1073,4.0087,5.10
-44.1073,4.5098,5.10
-44.1073,5.0109,5.10
-44.1073,5.512,5.07
-44.1073,6.013,5.03
-44.1073,6.5141,5.03
-44.1073,7.0152,5.03
-44.1073,7.5163,5.09
-44.1073,8.0174,5.14
-44.1073,8.5184,5.14
-44.1073,9.0195,5.14
-44.1073,9.5206,5.11
-44.1073,10.0217,5.07
-44.1073,10.5227,5.07
-44.1073,11.0238,5.07
-44.1073,11.5249,5.08
-44.1073,12.026,5.08
-44.1073,12.5271,5.08
-44.1073,13.0281,5.08
-44.1073,13.5292,5.11
-44.1073,14.0303,5.13
-44.1073,14.5314,5.13
-44.1073,15.0325,5.13
-44.1073,15.5335,5.09
-44.1073,16.0346,5.05
-44.1073,16.5357,5.05
-44.1073,17.0368,5.05
-44.1073,17.5379,5.05
-44.1073,18.0389,5.09
-44.1073,18.54,5.08
-44.1073,19.0411,5.08
-44.1073,19.5422,5.02
-44.1073,20.0433,5.01
-44.1073,20.5443,5.01
-44.1073,21.0454,5.01
-44.1073,21.5465,5.01
-44.1073,22.0476,5.00
-44.1073,22.5487,4.99
-44.1073,23.0497,4.98
-44.1073,23.5508,4.97
-44.1073,24.0519,4.99
-44.1073,24.553,4.81
-44.1073,25.054,4.84
-44.1073,25.5551,4.80
-44.1073,26.0562,4.73
-44.1073,26.5573,4.61
-44.1073,27.0584,4.55
-44.1073,27.5594,4.49
-44.6085,0.0001,5.10
-44.6085,0.5012,5.10
-44.6085,1.0022,5.10
-44.6085,1.5033,5.10
-44.6085,2.0044,5.08
-44.6085,2.5055,5.08
-44.6085,3.0066,5.08
-44.6085,3.5076,5.08
-44.6085,4.0087,5.10
-44.6085,4.5098,5.10
-44.6085,5.0109,5.10
-44.6085,5.512,5.10
-44.6085,6.013,5.12
-44.6085,6.5141,5.11
-44.6085,7.0152,5.12
-44.6085,7.5163,5.12
-44.6085,8.0174,5.16
-44.6085,8.5184,5.15
-44.6085,9.0195,5.15
-44.6085,9.5206,5.15
-44.6085,10.0217,5.09
-44.6085,10.5228,5.09
-44.6085,11.0238,5.09
-44.6085,11.5249,5.09
-44.6085,12.026,5.08
-44.6085,12.5271,5.08
-44.6085,13.0281,5.08
-44.6085,13.5292,5.08
-44.6085,14.0303,5.08
-44.6085,14.5314,5.08
-44.6085,15.0325,5.07
-44.6085,15.5335,5.07
-44.6085,16.0346,5.05
-44.6085,16.5357,5.05
-44.6085,17.0368,5.05
-44.6085,17.5379,5.05
-44.6085,18.0389,5.00
-44.6085,18.54,5.01
-44.6085,19.0411,5.00
-44.6085,19.5422,5.02
-44.6085,20.0433,5.02
-44.6085,20.5443,5.01
-44.6085,21.0454,5.03
-44.6085,21.5465,5.02
-44.6085,22.0476,5.01
-44.6085,22.5487,5.00
-44.6085,23.0497,4.95
-44.6085,23.5508,4.94
-44.6085,24.0519,4.87
-44.6085,24.553,4.85
-44.6085,25.054,4.91
-44.6085,25.5551,4.88
-44.6085,26.0562,4.81
-44.6085,26.5573,4.76
-44.6085,27.0584,4.76
-44.6085,27.5594,4.81
-45.1097,0.0001,5.10
-45.1097,0.5012,5.10
-45.1097,1.0022,5.09
-45.1097,1.5033,5.08
-45.1097,2.0044,5.08
-45.1097,2.5055,5.08
-45.1097,3.0066,5.09
-45.1097,3.5076,5.10
-45.1097,4.0087,5.10
-45.1097,4.5098,5.10
-45.1097,5.0109,5.11
-45.1097,5.512,5.12
-45.1097,6.013,5.12
-45.1097,6.5141,5.12
-45.1097,7.0152,5.14
-45.1097,7.5163,5.16
-45.1097,8.0174,5.15
-45.1097,8.5184,5.15
-45.1097,9.0195,5.12
-45.1097,9.5206,5.09
-45.1097,10.0217,5.09
-45.1097,10.5228,5.09
-45.1097,11.0238,5.09
-45.1097,11.5249,5.08
-45.1097,12.026,5.08
-45.1097,12.5271,5.08
-45.1097,13.0281,5.08
-45.1097,13.5292,5.08
-45.1097,14.0303,5.08
-45.1097,14.5314,5.07
-45.1097,15.0325,5.06
-45.1097,15.5335,5.05
-45.1097,16.0346,5.05
-45.1097,16.5357,5.05
-45.1097,17.0368,5.04
-45.1097,17.5379,5.00
-45.1097,18.0389,5.00
-45.1097,18.54,5.00
-45.1097,19.0411,5.00
-45.1097,19.5422,5.07
-45.1097,20.0433,5.06
-45.1097,20.5443,5.03
-45.1097,21.0454,5.03
-45.1097,21.5465,5.03
-45.1097,22.0476,5.02
-45.1097,22.5487,4.98
-45.1097,23.0497,4.97
-45.1097,23.5508,4.95
-45.1097,24.0519,4.94
-45.1097,24.553,5.00
-45.1097,25.054,4.98
-45.1097,25.5551,4.85
-45.1097,26.0562,4.91
-45.1097,26.5573,4.87
-45.1097,27.0584,4.84
-45.1097,27.5594,4.95
-45.611,0.0001,5.11
-45.611,0.5012,5.11
-45.611,1.0022,5.09
-45.611,1.5033,5.08
-45.611,2.0044,5.08
-45.611,2.5055,5.08
-45.611,3.0066,5.09
-45.611,3.5076,5.10
-45.611,4.0087,5.10
-45.611,4.5098,5.10
-45.611,5.0109,5.11
-45.611,5.512,5.12
-45.611,6.013,5.12
-45.611,6.5141,5.12
-45.611,7.0152,5.14
-45.611,7.5163,5.16
-45.6109,8.0174,5.15
-45.6109,8.5184,5.15
-45.6109,9.0195,5.12
-45.6109,9.5206,5.09
-45.6109,10.0217,5.09
-45.6109,10.5228,5.09
-45.6109,11.0238,5.09
-45.6109,11.5249,5.08
-45.6109,12.026,5.08
-45.6109,12.5271,5.08
-45.6109,13.0281,5.08
-45.6109,13.5292,5.08
-45.6109,14.0303,5.08
-45.6109,14.5314,5.08
-45.6109,15.0325,5.06
-45.6109,15.5335,5.05
-45.6109,16.0346,5.05
-45.6109,16.5357,5.05
-45.6109,17.0368,5.05
-45.6109,17.5379,5.00
-45.6109,18.0389,5.00
-45.6109,18.54,5.00
-45.6109,19.0411,5.06
-45.6109,19.5422,5.07
-45.6109,20.0433,5.07
-45.6109,20.5443,5.06
-45.6109,21.0454,5.03
-45.6109,21.5465,5.03
-45.6109,22.0476,5.03
-45.6109,22.5487,5.03
-45.6109,23.0497,5.02
-45.6109,23.5508,4.97
-45.6109,24.0519,4.99
-45.6109,24.553,5.00
-45.6109,25.054,4.92
-45.6109,25.5551,4.91
-45.6109,26.0562,4.97
-45.6109,26.5573,4.97
-45.6109,27.0584,5.02
-45.6109,27.5594,5.05
-46.1122,0.0001,5.11
-46.1122,0.5012,5.14
-46.1122,1.0023,5.14
-46.1122,1.5033,5.14
-46.1122,2.0044,5.11
-46.1122,2.5055,5.11
-46.1122,3.0066,5.11
-46.1122,3.5076,5.11
-46.1122,4.0087,5.11
-46.1122,4.5098,5.13
-46.1122,5.0109,5.13
-46.1122,5.512,5.13
-46.1122,6.013,5.12
-46.1122,6.5141,5.09
-46.1122,7.0152,5.09
-46.1122,7.5163,5.09
-46.1122,8.0174,5.12
-46.1122,8.5184,5.13
-46.1122,9.0195,5.13
-46.1122,9.5206,5.13
-46.1122,10.0217,5.11
-46.1122,10.5228,5.14
-46.1122,11.0238,5.14
-46.1122,11.5249,5.14
-46.1122,12.026,5.11
-46.1122,12.5271,5.07
-46.1122,13.0282,5.07
-46.1122,13.5292,5.07
-46.1122,14.0303,5.07
-46.1122,14.5314,5.08
-46.1122,15.0325,5.08
-46.1122,15.5335,5.09
-46.1122,16.0346,5.05
-46.1122,16.5357,5.11
-46.1122,17.0368,5.11
-46.1122,17.5379,5.10
-46.1121,18.0389,5.09
-46.1121,18.54,5.08
-46.1121,19.0411,5.08
-46.1121,19.5422,5.07
-46.1121,20.0433,5.07
-46.1121,20.5443,5.07
-46.1121,21.0454,5.07
-46.1121,21.5465,5.07
-46.1121,22.0476,5.04
-46.1121,22.5487,5.04
-46.1121,23.0497,5.03
-46.1121,23.5508,5.03
-46.1121,24.0519,5.01
-46.1121,24.553,5.00
-46.1121,25.0541,5.03
-46.1121,25.5551,5.02
-46.1121,26.0562,4.99
-46.1121,26.5573,4.91
-46.1121,27.0584,5.00
-46.1121,27.5594,5.06
-46.6134,0.0001,5.14
-46.6134,0.5012,5.14
-46.6134,1.0023,5.14
-46.6134,1.5033,5.13
-46.6134,2.0044,5.11
-46.6134,2.5055,5.11
-46.6134,3.0066,5.11
-46.6134,3.5076,5.12
-46.6134,4.0087,5.13
-46.6134,4.5098,5.13
-46.6134,5.0109,5.13
-46.6134,5.512,5.11
-46.6134,6.013,5.09
-46.6134,6.5141,5.09
-46.6134,7.0152,5.09
-46.6134,7.5163,5.11
-46.6134,8.0174,5.13
-46.6134,8.5184,5.13
-46.6134,9.0195,5.13
-46.6134,9.5206,5.14
-46.6134,10.0217,5.14
-46.6134,10.5228,5.14
-46.6134,11.0238,5.14
-46.6134,11.5249,5.10
-46.6134,12.026,5.07
-46.6134,12.5271,5.07
-46.6134,13.0282,5.07
-46.6134,13.5292,5.07
-46.6134,14.0303,5.07
-46.6134,14.5314,5.08
-46.6134,15.0325,5.08
-46.6134,15.5335,5.11
-46.6134,16.0346,5.11
-46.6134,16.5357,5.11
-46.6134,17.0368,5.10
-46.6134,17.5379,5.09
-46.6134,18.0389,5.08
-46.6134,18.54,5.08
-46.6134,19.0411,5.08
-46.6134,19.5422,5.08
-46.6134,20.0433,5.08
-46.6134,20.5443,5.07
-46.6134,21.0454,5.07
-46.6134,21.5465,5.07
-46.6134,22.0476,5.05
-46.6134,22.5487,5.04
-46.6134,23.0497,5.04
-46.6134,23.5508,5.05
-46.6134,24.0519,5.05
-46.6134,24.553,5.00
-46.6134,25.0541,5.02
-46.6134,25.5551,5.02
-46.6134,26.0562,5.02
-46.6134,26.5573,4.94
-46.6134,27.0584,5.01
-46.6134,27.5594,5.01
-47.1146,0.0001,5.14
-47.1146,0.5012,5.14
-47.1146,1.0023,5.14
-47.1146,1.5033,5.13
-47.1146,2.0044,5.11
-47.1146,2.5055,5.11
-47.1146,3.0066,5.11
-47.1146,3.5076,5.12
-47.1146,4.0087,5.13
-47.1146,4.5098,5.13
-47.1146,5.0109,5.13
-47.1146,5.512,5.11
-47.1146,6.013,5.09
-47.1146,6.5141,5.09
-47.1146,7.0152,5.09
-47.1146,7.5163,5.11
-47.1146,8.0174,5.13
-47.1146,8.5184,5.13
-47.1146,9.0195,5.13
-47.1146,9.5206,5.14
-47.1146,10.0217,5.14
-47.1146,10.5228,5.14
-47.1146,11.0238,5.14
-47.1146,11.5249,5.10
-47.1146,12.026,5.07
-47.1146,12.5271,5.07
-47.1146,13.0282,5.07
-47.1146,13.5292,5.07
-47.1146,14.0303,5.07
-47.1146,14.5314,5.07
-47.1146,15.0325,5.07
-47.1146,15.5335,5.04
-47.1146,16.0346,5.05
-47.1146,16.5357,5.07
-47.1146,17.0368,5.10
-47.1146,17.5379,5.09
-47.1146,18.0389,5.08
-47.1146,18.54,5.08
-47.1146,19.0411,5.09
-47.1146,19.5422,5.09
-47.1146,20.0433,5.09
-47.1146,20.5443,5.02
-47.1146,21.0454,5.02
-47.1146,21.5465,5.03
-47.1146,22.0476,5.05
-47.1146,22.5487,5.04
-47.1146,23.0497,5.04
-47.1146,23.5508,5.05
-47.1146,24.0519,5.05
-47.1146,24.553,5.01
-47.1146,25.0541,5.01
-47.1146,25.5551,5.04
-47.1146,26.0562,5.04
-47.1146,26.5573,5.04
-47.1146,27.0584,5.03
-47.1146,27.5595,5.03
-47.6158,0.0001,5.11
-47.6158,0.5012,5.11
-47.6158,1.0023,5.11
-47.6158,1.5033,5.11
-47.6158,2.0044,5.13
-47.6158,2.5055,5.12
-47.6158,3.0066,5.13
-47.6158,3.5077,5.13
-47.6158,4.0087,5.20
-47.6158,4.5098,5.19
-47.6158,5.0109,5.20
-47.6158,5.512,5.20
-47.6158,6.013,5.16
-47.6158,6.5141,5.16
-47.6158,7.0152,5.16
-47.6158,7.5163,5.16
-47.6158,8.0174,5.11
-47.6158,8.5184,5.11
-47.6158,9.0195,5.11
-47.6158,9.5206,5.11
-47.6158,10.0217,5.13
-47.6158,10.5228,5.13
-47.6158,11.0238,5.13
-47.6158,11.5249,5.13
-47.6158,12.026,5.08
-47.6158,12.5271,5.08
-47.6158,13.0282,5.08
-47.6158,13.5292,5.08
-47.6158,14.0303,5.05
-47.6158,14.5314,5.05
-47.6158,15.0325,5.04
-47.6158,15.5336,5.03
-47.6158,16.0346,5.03
-47.6158,16.5357,5.03
-47.6158,17.0368,5.06
-47.6158,17.5379,5.06
-47.6158,18.0389,5.06
-47.6158,18.54,5.08
-47.6158,19.0411,5.09
-47.6158,19.5422,5.07
-47.6158,20.0433,5.03
-47.6158,20.5443,5.02
-47.6158,21.0454,5.02
-47.6158,21.5465,5.02
-47.6158,22.0476,5.05
-47.6158,22.5487,5.05
-47.6158,23.0497,5.04
-47.6158,23.5508,5.04
-47.6158,24.0519,5.03
-47.6158,24.553,5.03
-47.6158,25.0541,5.03
-47.6158,25.5551,5.08
-47.6158,26.0562,5.07
-47.6158,26.5573,5.05
-47.6158,27.0584,5.06
-47.6158,27.5595,5.04
-48.1171,0.0001,5.11
-48.1171,0.5012,5.11
-48.1171,1.0023,5.12
-48.1171,1.5033,5.13
-48.1171,2.0044,5.13
-48.1171,2.5055,5.13
-48.1171,3.0066,5.16
-48.1171,3.5076,5.20
-48.1171,4.0087,5.20
-48.1171,4.5098,5.20
-48.1171,5.0109,5.18
-48.1171,5.512,5.16
-48.117,6.013,5.16
-48.1171,6.5141,5.16
-48.117,7.0152,5.13
-48.117,7.5163,5.11
-48.117,8.0174,5.11
-48.117,8.5184,5.11
-48.117,9.0195,5.12
-48.117,9.5206,5.12
-48.117,10.0217,5.12
-48.117,10.5228,5.12
-48.117,11.0238,5.10
-48.117,11.5249,5.09
-48.117,12.026,5.09
-48.117,12.5271,5.09
-48.117,13.0282,5.07
-48.117,13.5292,5.06
-48.117,14.0303,5.06
-48.117,14.5314,5.05
-48.117,15.0325,5.05
-48.117,15.5335,5.03
-48.117,16.0346,5.06
-48.117,16.5357,5.06
-48.117,17.0368,5.06
-48.117,17.5379,5.06
-48.117,18.0389,5.06
-48.117,18.54,5.08
-48.117,19.0411,5.08
-48.117,19.5422,5.08
-48.117,20.0433,4.98
-48.117,20.5443,4.99
-48.117,21.0454,5.02
-48.117,21.5465,5.00
-48.117,22.0476,5.00
-48.117,22.5487,5.01
-48.117,23.0497,5.04
-48.117,23.5508,5.04
-48.117,24.0519,5.03
-48.117,24.553,5.03
-48.117,25.0541,5.08
-48.117,25.5551,5.08
-48.117,26.0562,5.01
-48.117,26.5573,5.04
-48.117,27.0584,5.06
-48.117,27.5594,5.06
-48.6183,0.0001,5.11
-48.6183,0.5012,5.11
